time_s,fx_N,fy_N,fz_N,tx_Nm,ty_Nm,tz_Nm
74.824239,4.103424,-2.261766,-2.952739,0.108228,-0.314713,1.051298
74.879507,4.508882,-1.562467,-0.982707,0.097625,0.102297,0.935860
74.924866,5.334082,-2.320985,-1.731730,0.226737,0.064162,1.135071
74.975164,5.324050,-1.624438,-2.453313,0.215634,-0.064120,1.101787
75.031412,5.069257,-2.034318,-0.470404,0.198656,0.273649,1.074896
75.074880,3.433782,-2.798598,-3.314520,0.095969,-0.404994,1.176733
75.125446,2.739947,-1.636366,-0.055196,0.039385,0.165144,0.909518
75.181370,4.165361,-2.865730,-2.777570,0.140355,-0.215104,1.167876
75.227087,4.584805,-1.800206,-0.398798,0.253503,0.307164,1.051548
75.275674,4.751916,-2.082428,-1.204730,0.313261,0.227350,1.182551
75.330009,5.314055,-2.226753,-1.867842,0.292861,0.114702,1.195745
75.374450,4.675072,-1.695987,-0.877311,0.078155,0.092899,0.909103
75.424508,3.899143,-2.306190,-3.629988,0.007320,-0.504849,1.037742
75.478340,3.577322,-1.778360,-0.564064,0.009272,0.019102,0.916277
75.524690,5.322260,-2.098825,-2.655033,0.181301,-0.174709,1.096434
75.574661,4.895590,-1.554440,-0.449763,0.213585,0.343931,0.979020
75.624710,4.716547,-2.200544,-2.272503,0.202332,-0.084970,1.101853
75.674229,4.471292,-1.862572,-1.709932,0.075241,-0.018627,0.949290
75.725587,3.649080,-1.843833,-0.987147,0.063823,0.055802,0.863469
75.774893,4.116895,-2.503455,-2.941793,0.127285,-0.295552,1.138086
75.825401,3.689780,-2.000117,-0.322857,0.221100,0.337092,1.117369
75.875703,5.234430,-2.568941,-2.104336,0.307009,-0.023339,1.292034
75.924572,5.010647,-1.685839,-1.775465,0.150825,-0.053726,1.040187
75.974453,4.181612,-1.774340,-1.307687,0.105723,0.027778,0.971213
76.025347,4.780844,-2.238906,-2.529421,0.129514,-0.222652,1.057535
76.074996,4.429873,-1.674786,-1.114017,0.090101,0.092190,0.954812
76.126990,4.221159,-2.087793,-2.384617,0.143917,-0.141669,1.042039
76.174341,4.659148,-1.959470,-1.097602,0.150365,0.112856,1.048987
76.224555,4.709101,-2.071624,-2.073489,0.172899,-0.060633,1.082448
76.275830,4.444442,-1.898365,-1.235259,0.190658,0.103353,1.068745
76.324443,4.563609,-2.286125,-1.750924,0.229600,0.026117,1.132269
76.374938,4.255557,-2.184875,-1.653784,0.173191,0.031650,1.095958
76.424709,4.073165,-1.876205,-1.299064,0.111259,0.021139,0.987121
76.474623,4.311966,-2.107492,-2.279913,0.107337,-0.157422,1.033891
76.549675,4.473173,-2.205808,-1.694098,0.190602,0.012348,1.130696
76.601943,4.393397,-1.912516,-1.882753,0.130312,-0.060715,1.011388
76.629836,4.452774,-1.908449,-1.021988,0.171561,0.174170,1.039037
76.699630,4.412397,-2.187713,-2.065632,0.149711,-0.082033,1.098807
76.750278,4.336476,-1.939038,-1.137004,0.168030,0.128816,1.069970
76.801270,4.558964,-2.232378,-2.062182,0.188286,-0.065897,1.109901
76.850109,4.584125,-2.022715,-1.254969,0.187713,0.090112,1.071831
76.899518,4.447145,-1.937423,-1.969955,0.132537,-0.052930,1.015485
76.949939,4.305026,-2.048527,-1.440153,0.155525,0.016379,1.044871
77.000268,4.352135,-2.194090,-1.874737,0.180737,-0.056833,1.099932
77.051194,4.399559,-1.937351,-1.720118,0.147974,-0.013380,1.029807
77.100673,4.427930,-1.867931,-1.677230,0.130789,-0.030181,1.005587
77.150171,4.462129,-2.143071,-1.918398,0.190537,-0.060018,1.103184
77.201555,4.503900,-1.913307,-1.423644,0.152185,0.028788,1.040886
77.249739,4.500747,-2.053027,-1.958261,0.173151,-0.046491,1.059519
77.300820,4.407313,-1.991202,-1.306886,0.160571,0.058438,1.059508
77.352145,4.433233,-2.120215,-1.925813,0.147651,-0.047310,1.061298
77.399429,4.321825,-1.862083,-1.555428,0.123119,-0.012063,0.992035
77.449567,4.476692,-2.031914,-1.862723,0.136932,-0.056686,1.033984
77.504373,4.357275,-2.098075,-1.489175,0.166095,0.018801,1.082617
77.550089,4.466269,-1.912925,-1.586145,0.144692,0.019974,1.028051
77.599860,4.504372,-2.082654,-1.673443,0.164515,0.023058,1.072315
77.654555,4.395529,-2.084706,-1.528288,0.175141,0.034850,1.077145
77.700598,4.444530,-2.065482,-1.758530,0.150634,0.002006,1.060543
77.750204,4.381346,-1.903307,-1.447341,0.128148,-0.000175,1.028216
77.803872,4.808004,-1.944627,-2.448366,0.134881,-0.198589,1.032861
77.850042,4.912353,-1.801000,-1.097618,0.166260,0.117984,1.034520
77.899976,4.255840,-2.016003,-2.205689,0.180972,-0.086061,1.025414
77.954479,3.873291,-2.444808,-0.900408,0.208175,0.143921,1.193919
78.001052,3.834014,-2.192568,-2.299301,0.113013,-0.153739,1.052716
78.051622,3.857746,-2.049563,-0.488822,0.129087,0.243220,1.021020
78.103961,4.446878,-2.307463,-2.367363,0.159281,-0.120542,1.119896
78.149677,4.237762,-2.020404,-0.763559,0.233756,0.208276,1.099322
78.199708,4.586368,-2.257442,-2.070929,0.228280,0.014512,1.143534
78.250096,5.360278,-1.440850,-1.125329,0.119357,0.133515,0.947009
78.300803,4.886527,-1.734031,-2.134603,0.086839,-0.112000,0.970357
78.350226,4.159291,-2.032964,-2.309880,0.063589,-0.193439,1.005383
78.400146,3.851034,-1.800028,-0.936649,0.106459,0.040962,0.967513
78.450140,4.573896,-1.986612,-3.141675,0.117196,-0.294993,1.055606
78.500841,4.835455,-1.823384,0.159067,0.214489,0.385517,1.051927
78.576194,4.247687,-1.587635,-2.640607,0.039302,-0.286750,0.945409
78.625167,4.363314,-1.835141,-0.699541,0.113698,0.134510,1.005216
78.683973,4.637835,-2.336031,-3.160865,0.164428,-0.275189,1.112176
78.727793,4.705803,-1.216544,0.354013,0.231700,0.462823,0.966331
78.774676,2.762688,-2.554829,-1.694756,0.279672,0.159147,1.236007
78.831560,5.132177,-3.468273,-0.684734,0.461802,0.353699,1.468293
78.874912,4.442026,-1.055809,-1.768278,0.064464,-0.026857,0.870044
78.924569,3.736680,-1.801485,-1.599479,-0.068680,-0.154367,0.778880
78.979198,4.264261,-2.764452,-2.826228,0.120202,-0.304625,1.179715
79.025194,5.973568,-0.648222,-1.738448,0.213502,0.122114,0.946287
79.075539,6.192519,-1.852662,-0.947892,0.228937,0.228901,1.054868
79.125097,3.899532,-2.726673,-2.885780,0.164952,-0.267435,1.194340
79.174989,4.449296,-0.608097,-1.139065,-0.070565,-0.053264,0.715853
79.225065,4.616262,-2.253760,-2.478494,0.068041,-0.218420,1.004573
79.279713,3.311930,-2.359941,-1.117864,0.162593,0.074920,1.110287
79.324711,4.523926,-1.608502,-2.259790,0.137970,-0.089917,1.012192
79.375157,5.136053,-2.566992,-0.463375,0.354078,0.370557,1.292545
79.424988,4.188322,-1.804565,-1.872452,0.215982,-0.017974,1.083583
79.474988,4.550987,-2.074132,-1.946017,0.143133,-0.061573,1.079049
79.524687,4.518857,-2.406252,-1.032095,0.260745,0.165342,1.162417
79.575012,4.056000,-1.502770,-2.265261,0.078887,-0.155169,0.943084
79.624936,4.262563,-2.379129,-1.570408,0.163679,-0.009648,1.102394
79.677671,4.626446,-2.113349,-1.642796,0.180170,0.006433,1.102217
79.727427,4.528060,-1.357554,-1.527746,0.147115,0.029009,0.978586
79.774912,4.600619,-2.701699,-1.931314,0.234006,-0.035087,1.218832
79.826308,4.364173,-1.798055,-1.225175,0.167481,0.106444,1.043530
79.875845,4.902087,-1.427648,-1.973264,0.104739,-0.065223,0.981361
79.926744,4.829463,-2.439858,-1.848328,0.176882,-0.004577,1.100402
79.976185,3.903796,-1.746800,-1.372917,0.072945,-0.017999,0.951587
80.026870,4.163442,-1.864694,-2.572714,0.137604,-0.200964,1.017842
80.075041,5.104717,-2.520352,-0.867009,0.268929,0.221598,1.166106
80.129403,4.354737,-1.600722,-2.361915,0.142021,-0.105392,1.007372
80.174966,3.957017,-2.237856,-0.745093,0.203277,0.167168,1.093366
80.224522,3.908742,-2.558160,-1.788890,0.186541,0.001114,1.133773
80.279404,4.097381,-1.697314,-1.873749,0.139523,-0.059414,1.019651
80.330343,5.850504,-2.022461,-1.287838,0.140678,0.048663,1.033540
80.374784,4.747213,-1.782600,-3.279035,0.136426,-0.292471,1.075123
80.430712,4.340247,-1.966329,0.032621,0.223618,0.351336,1.085334
80.500756,4.587463,-1.908220,-2.289881,0.137841,-0.127324,1.004170
80.549726,4.540934,-1.611304,-0.034339,0.217784,0.369870,1.045164
80.581824,4.953532,-2.641952,-2.992110,0.120420,-0.264505,1.126140
80.649913,4.267094,-1.233234,0.161289,0.105952,0.276899,0.854320
80.700897,4.622607,-2.357833,-3.320350,0.143748,-0.333495,1.118861
80.729580,4.755402,-2.564042,-2.504436,0.225801,-0.094537,1.177850
80.802915,4.379173,-1.987714,-2.306890,0.171414,-0.105158,1.067295
80.853022,4.653556,-2.369287,-1.558768,0.272453,0.083118,1.179288
80.899955,4.519210,-1.833029,-0.904201,0.151324,0.155689,1.010946
80.949954,4.363037,-2.013351,-3.078167,0.124156,-0.292465,1.047402
81.005487,4.698872,-1.995156,-0.432361,0.145455,0.204367,1.060322
81.050407,4.583098,-2.037049,-3.330302,0.121981,-0.323737,1.036186
81.100628,4.269210,-1.765245,-0.195371,0.161578,0.287667,1.018847
81.155461,4.735040,-2.559776,-2.806794,0.215189,-0.176650,1.175562
81.199969,4.395464,-1.513911,-0.845918,0.128136,0.166270,0.935926
81.253237,4.332127,-2.315277,-1.958632,0.192010,-0.045547,1.128231
81.305197,4.386799,-1.886073,-1.364735,0.142463,0.044444,1.013192
81.356161,4.209373,-1.856574,-1.267444,0.169193,0.072841,1.031472
81.400063,4.443588,-2.365445,-2.195786,0.171394,-0.065230,1.112497
81.456601,4.312587,-1.717592,-1.080740,0.149088,0.090217,1.009325
81.500273,4.582933,-2.295586,-2.568372,0.154973,-0.151212,1.100892
81.550032,4.528721,-1.980711,-0.680624,0.178508,0.211832,1.071157
81.605249,4.459420,-1.827933,-2.494522,0.144644,-0.121192,1.013684
81.641990,4.506641,-2.123295,-1.388219,0.175557,0.070008,1.067389
81.699935,4.516417,-2.127584,-1.939912,0.172103,-0.031954,1.064737
81.750950,4.164399,-1.722403,-1.728566,0.131870,-0.040330,0.994970
81.802569,4.527691,-2.318435,-1.503317,0.170658,0.019760,1.098993
81.850828,4.455049,-1.967435,-2.106471,0.142508,-0.123028,1.027629
81.902190,4.391959,-1.677531,-1.188452,0.153995,0.093677,0.990280
81.953231,4.694227,-2.488789,-2.165905,0.203789,-0.075575,1.164538
82.000051,4.843813,-1.690775,-1.403141,0.157196,0.050396,1.011395
82.050322,4.622056,-2.144582,-1.305786,0.220605,0.106572,1.133949
82.105634,3.994398,-2.309870,-2.445107,0.189535,-0.128483,1.110480
82.150114,4.486436,-1.827773,-0.666782,0.097795,0.173010,0.972253
82.200199,5.185730,-1.978482,-3.224450,0.130026,-0.274468,1.076497
82.250086,4.806802,-1.309138,0.209786,0.112956,0.341624,0.861724
82.300578,4.591580,-2.550493,-3.944170,0.171135,-0.442749,1.174581
82.350401,4.205261,-1.670532,0.176783,0.164898,0.331266,1.002576
82.400509,4.519652,-2.135595,-2.928669,0.123700,-0.255007,1.059108
82.449789,4.837414,-2.268604,-4.558298,0.167692,-0.510225,1.122957
82.501561,4.837414,-2.268604,-4.558298,0.167692,-0.510225,1.122957
82.549974,4.498702,-2.022304,-2.525206,0.200832,-0.139773,1.153289
82.600140,4.287158,-2.060574,0.636304,0.255209,0.486551,1.099078
82.649970,4.576437,-2.387586,-3.858887,0.184888,-0.355152,1.165997
82.699828,4.429171,-1.359403,0.848844,0.106285,0.451271,0.909668
82.756100,4.638269,-2.493161,-3.883643,0.168149,-0.406416,1.139451
82.800221,4.106983,-1.602018,0.166783,0.136826,0.314976,0.987407
82.852842,4.632864,-2.432252,-3.092496,0.201541,-0.246528,1.161206
82.904697,4.508075,-1.872814,-0.108974,0.201796,0.344504,1.057964
82.976198,4.358626,-2.162682,-3.442054,0.156571,-0.314588,1.110768
83.025127,4.560412,-2.034281,0.072370,0.208409,0.347883,1.068286
83.075819,4.358683,-2.437495,-3.104281,0.188521,-0.282536,1.170387
83.126163,4.205919,-1.579751,-0.556120,0.145483,0.190564,0.969349
83.177762,4.666144,-2.416661,-2.019692,0.189561,-0.053268,1.147360
83.225419,4.258756,-1.989461,-1.709379,0.182259,-0.026377,1.068871
83.276492,4.299689,-1.767078,-1.194725,0.143268,0.074617,1.028847
83.325780,4.652078,-2.489789,-2.266034,0.213406,-0.086990,1.169241
83.377758,4.255695,-1.661896,-0.747206,0.120117,0.148305,0.974467
83.432685,4.502769,-2.186166,-2.784211,0.177961,-0.237561,1.098715
83.475383,4.462836,-1.999170,-0.444057,0.194774,0.232075,1.071108
83.525992,4.465848,-2.009851,-2.729154,0.149117,-0.195679,1.054117
83.576385,4.289138,-1.999256,-0.675350,0.172927,0.167860,1.073696
83.639312,4.660112,-2.072641,-2.139777,0.188383,-0.091032,1.081220
83.676925,4.663157,-1.782487,-1.695446,0.162886,0.007224,1.015068
83.726419,3.919383,-2.377361,-1.011393,0.198039,0.104538,1.103382
83.780708,3.984003,-1.945774,-2.721109,0.104421,-0.250280,1.004469
83.827031,4.467000,-1.706453,-2.767338,0.131535,-0.213750,1.018365
83.874987,5.289026,-2.054139,-2.284976,0.123802,-0.158884,0.965703
83.931424,2.807874,-2.538503,-7.138246,0.085492,-1.474403,0.949262
83.975201,0.820060,-2.768841,-2.663978,0.292267,-0.864484,1.045762
84.025527,0.887434,-3.374377,-5.609828,0.301370,-1.608962,1.032032
84.079713,-0.448562,-3.712868,-5.914574,0.341172,-1.661631,1.054900
84.125410,1.469660,-2.246245,-3.473043,0.359264,-0.903404,0.856255
84.175203,1.508484,-2.430709,1.222568,0.541498,0.144197,0.958864
84.229308,1.673349,-3.161093,-3.061620,0.464110,-0.649424,1.015102
84.276079,1.764698,-1.673022,-0.605237,0.327452,-0.179778,0.685196
84.325643,2.356905,-1.741874,-0.436386,0.293495,-0.202628,0.635142
84.375503,2.639799,-2.450131,-3.711960,0.297533,-0.840413,0.811530
84.425092,2.281768,-1.892017,-3.111336,0.299300,-0.667117,0.769069
84.476418,1.996814,-2.428926,-2.833363,0.299916,-0.618336,0.809604
84.525183,2.001061,-2.063801,-2.797855,0.242101,-0.647042,0.708423
84.575305,2.130130,-1.817120,-2.606325,0.198865,-0.599307,0.636425
84.628740,1.857089,-2.529209,-2.392971,0.301713,-0.487254,0.839668
84.676053,1.955442,-1.919918,-2.246089,0.298425,-0.415885,0.726736
84.725000,2.196074,-2.447166,-2.390708,0.335531,-0.451890,0.844302
84.775503,2.069603,-2.335959,-1.988118,0.300964,-0.390451,0.820998
84.826142,2.014577,-1.633943,-2.557509,0.242199,-0.552625,0.638483
84.875891,2.216616,-2.720387,-2.179186,0.319462,-0.450573,0.850259
84.925475,1.798913,-2.116770,-2.158353,0.288240,-0.432740,0.762688
84.975425,1.890790,-1.846254,-2.271987,0.270584,-0.472690,0.708357
85.025238,2.315377,-2.637935,-2.247431,0.319300,-0.408930,0.848007
85.104409,1.836900,-1.760533,-2.302303,0.256760,-0.461397,0.697012
85.150966,2.081894,-2.311010,-2.124178,0.313074,-0.420445,0.777352
85.200486,2.285041,-2.151644,-2.289750,0.258925,-0.467905,0.718526
85.253888,1.950410,-1.916303,-2.417310,0.220518,-0.503016,0.695693
85.300292,1.994017,-2.262286,-1.932327,0.294252,-0.397516,0.780553
85.352661,2.118354,-2.169937,-2.524007,0.292110,-0.483118,0.765032
85.400310,1.881952,-2.236972,-1.954120,0.307333,-0.401395,0.793583
85.451838,1.952217,-2.154425,-2.345770,0.262726,-0.471774,0.741426
85.502351,2.045404,-2.091608,-2.150932,0.277750,-0.440459,0.773659
85.550743,2.199409,-2.335402,-2.336502,0.302161,-0.468719,0.784739
85.600209,2.015188,-1.995263,-2.159247,0.264771,-0.423934,0.730523
85.650799,1.885740,-2.029868,-2.209066,0.256361,-0.483443,0.733865
85.700289,1.732861,-2.440198,-2.230498,0.290361,-0.465529,0.773111
85.749977,2.069033,-2.107769,-1.925303,0.318023,-0.385903,0.781653
85.800309,1.926689,-2.060241,-2.644517,0.278470,-0.536963,0.726584
85.851198,1.930231,-2.358134,-1.367885,0.287818,-0.270197,0.759648
85.900925,2.648450,-1.922693,-3.476511,0.242192,-0.731530,0.725154
85.950457,2.565006,-1.735520,-1.453796,0.244652,-0.323436,0.637003
86.000723,1.725423,-2.212411,-2.951914,0.228941,-0.640123,0.677343
86.050228,1.701702,-2.199063,-1.889503,0.245641,-0.407348,0.709270
86.100111,2.440248,-2.088228,-2.676742,0.293936,-0.539392,0.743907
86.150463,2.011382,-2.052031,-1.802895,0.308846,-0.335788,0.777623
86.202785,2.213386,-2.481553,-2.003567,0.331246,-0.366641,0.844764
86.255662,2.099837,-2.125931,-2.520111,0.342212,-0.497459,0.795845
86.300462,1.575377,-1.902184,-1.250320,0.198264,-0.337931,0.618511
86.350765,3.127538,-1.826186,-3.012452,0.201047,-0.392891,0.657400
86.406803,1.979433,-1.319084,4.742892,0.212048,1.079226,0.693270
86.477197,3.881757,-1.977992,-0.695029,0.198136,0.307585,0.976229
86.525792,3.940143,-0.557821,4.525270,0.044426,1.245028,0.691661
86.579410,4.522866,-2.699112,0.413860,0.080296,0.522272,1.125058
86.630309,4.175785,-1.574019,-1.902711,-0.007918,0.151318,1.120565
86.676639,4.800137,-0.790307,-2.005013,-0.158721,0.186253,0.891771
86.725398,6.499878,-3.185117,-1.167284,0.172685,0.547324,1.336835
86.776009,4.492745,-0.759946,-2.459447,-0.160387,0.066397,0.857754
86.828075,4.659024,-1.282631,-2.626161,-0.117686,-0.081549,0.935721
86.875576,5.455749,-2.847179,-0.018929,0.108734,0.505316,1.293286
86.925761,4.139065,-0.678613,-2.101736,-0.119883,0.007301,0.823491
86.976942,4.673239,-2.129092,-1.115090,0.045226,0.270170,1.129277
87.028502,4.994055,-2.529868,-0.584054,0.131230,0.400056,1.234646
87.075606,3.985531,-0.824668,-2.243890,-0.105065,-0.023843,0.863608
87.129918,4.807519,-2.600267,-0.549162,0.095522,0.349362,1.229590
87.175676,4.685316,-2.191738,-1.825471,0.020832,0.074511,1.163520
87.227473,4.159242,-0.967950,-1.365962,-0.070990,0.110711,0.921020
87.285240,4.700412,-2.794416,-1.380487,0.103434,0.184749,1.275346
87.325889,4.809996,-1.530134,-1.710654,-0.010562,0.123124,1.021867
87.377200,4.606031,-1.369453,-1.281555,-0.023897,0.184452,1.008798
87.430955,4.908445,-2.504062,-1.520399,0.071118,0.173018,1.215736
87.476953,4.515152,-1.263295,-1.290423,-0.041857,0.172160,0.979240
87.528720,4.594550,-1.885244,-1.711149,0.007303,0.071985,1.074231
87.581783,4.618530,-2.018355,-1.264178,0.039498,0.157481,1.114365
87.625689,4.574015,-1.345166,-1.686680,-0.045057,0.102309,0.938790
87.676252,4.722547,-2.115837,-1.389770,0.053114,0.186991,1.139531
87.731905,4.558642,-1.684054,-1.437375,0.004172,0.149748,1.019655
87.775769,4.669647,-1.617756,-1.680263,-0.019911,0.116763,1.030668
87.825742,4.707612,-2.120422,-1.171769,0.056970,0.216779,1.112002
87.875398,4.442883,-1.620406,-1.762926,-0.010825,0.093577,1.048617
87.929135,4.678392,-1.772184,-1.209639,0.000330,0.205542,1.041816
87.980623,4.437294,-2.137828,-1.680473,0.051644,0.070271,1.132683
88.026067,4.436436,-1.501104,-1.347933,-0.017707,0.165248,1.034499
88.077132,4.799891,-2.006533,-1.603287,0.010601,0.127515,1.096056
88.125631,4.668666,-2.031527,-1.436877,0.067865,0.171236,1.154193
88.176402,4.511764,-1.612263,-1.526484,-0.000715,0.130000,1.037729
88.229689,4.599864,-2.088449,-1.498793,0.054974,0.148593,1.144473
88.276740,4.453593,-1.797939,-1.401966,0.030795,0.142749,1.092347
88.325676,4.684518,-1.874384,-1.633069,0.019098,0.114853,1.076367
88.375841,4.123913,-2.091793,-1.176507,0.041068,0.186046,1.084157
88.426197,3.286706,-2.019093,-1.360841,0.020796,0.114766,1.107199
88.475730,4.944532,-1.952121,-2.012632,-0.041895,-0.009311,1.079090
88.527081,4.840340,-1.675056,-0.834889,0.000265,0.306410,1.035476
88.575718,3.985699,-1.953988,-1.158524,0.070066,0.243515,1.126090
88.645645,4.318968,-1.832800,-0.751760,-0.014677,0.250742,1.018807
88.676345,4.720621,-1.972866,0.566821,0.150623,0.644399,1.187981
88.725288,4.596673,-1.894052,-3.547629,-0.040303,-0.270208,1.047425
88.775400,4.236685,-1.586021,1.164937,-0.016988,0.635131,0.965341
88.826069,4.784530,-2.506742,-3.896132,0.082181,-0.256033,1.262294
88.879579,4.114373,-1.218755,1.052561,-0.013447,0.594426,0.932782
88.925965,4.335550,-2.728355,-3.393140,0.063159,-0.246960,1.265770
88.976227,4.283270,-1.376419,-0.367656,-0.041291,0.269505,0.976832
89.031796,4.881553,-1.805350,-2.599168,-0.028019,-0.109755,1.026925
89.101217,4.088163,-1.733361,1.011014,0.022767,0.582538,1.051727
89.152538,4.185627,-1.741647,-3.439081,-0.055100,-0.263816,1.036891
89.181848,4.821752,-2.166272,-2.592082,0.079218,-0.053763,1.188693
89.252522,4.544710,-1.901244,-2.187629,0.038479,0.013067,1.116693
89.300712,4.558743,-1.649443,-1.215625,0.054273,0.248052,1.079340
89.331796,4.493475,-1.733548,0.520202,-0.010337,0.465259,1.018095
89.402890,4.314258,-1.792711,-2.495253,-0.014638,-0.071008,1.077924
89.450363,4.466404,-1.513447,-0.252787,-0.040972,0.307186,0.976402
89.504464,4.577904,-2.368230,-2.956980,0.028250,-0.170363,1.163936
89.551115,4.304156,-1.248106,0.081656,0.005335,0.423262,0.969431
89.600762,4.866587,-2.378427,-2.669834,0.071573,-0.051614,1.209123
89.651160,4.416882,-1.715852,-0.295112,0.051069,0.373829,1.065187
89.701936,4.406875,-1.817691,-2.235612,0.030086,-0.027835,1.104598
89.755019,4.730668,-2.124556,-0.808810,0.064232,0.266328,1.156696
89.801973,4.313746,-1.648012,-1.582796,0.003306,0.105556,1.035161
89.850780,4.464852,-1.910911,-1.522194,0.028631,0.140794,1.100956
89.904950,4.320369,-2.110812,-1.104215,0.043625,0.199533,1.122410
89.951297,4.537199,-1.562779,-1.858581,-0.011338,0.098440,1.023578
90.002790,4.716352,-1.803030,-0.963091,0.019195,0.258503,1.067052
90.055733,4.751471,-2.076589,-1.763722,0.051754,0.105974,1.135544
90.100682,4.557780,-1.549891,-1.263737,0.012236,0.177450,1.043640
90.150911,4.544687,-2.097470,-1.668526,0.037267,0.081935,1.109936
90.205215,4.549277,-1.653598,-1.379579,-0.000619,0.156545,1.013306
90.253200,4.597336,-1.569491,-1.588460,-0.019430,0.106453,0.996819
90.300901,4.645957,-2.055120,-1.404587,0.030038,0.144663,1.108566
90.359455,4.550730,-1.747673,-1.473981,0.037659,0.151354,1.086017
90.400768,4.716015,-1.840772,-1.375970,0.024794,0.174993,1.061284
90.451676,4.400206,-1.872452,-1.341327,0.012374,0.151856,1.080883
90.500957,4.609748,-1.739717,-1.409385,0.001429,0.153092,1.051511
90.550737,4.487783,-1.934297,-1.518257,0.031954,0.121728,1.089785
90.601419,4.490923,-1.837561,-1.311908,0.004389,0.161812,1.083667
90.651065,4.535102,-1.856205,-1.620792,0.034842,0.122980,1.095474
90.700659,4.522538,-1.867079,-1.163539,0.023821,0.211469,1.086520
90.752057,4.592942,-1.859447,-1.714259,0.034217,0.087306,1.084681
90.800657,4.461365,-1.886114,-1.292107,0.028782,0.148519,1.092836
90.850672,4.563375,-1.861386,-1.639115,0.019539,0.114773,1.060513
90.902552,4.590518,-1.741221,-1.375001,0.013594,0.139484,1.046029
90.975837,4.749317,-1.963525,-1.670287,0.030635,0.131457,1.092920
91.025912,4.371918,-1.724856,-1.279570,0.015806,0.173864,1.051223
91.080782,4.478428,-1.922320,-1.637638,0.032176,0.099074,1.102441
91.126237,4.531934,-1.729521,-1.119618,0.009304,0.204770,1.024610
91.178272,4.414258,-1.891499,-1.658120,0.016482,0.090408,1.106777
91.229411,4.536450,-1.851299,-1.171625,0.024610,0.188613,1.065982
91.277278,4.538032,-1.765028,-1.598001,0.005871,0.108068,1.041807
91.326363,4.604442,-1.799397,-1.347874,0.009826,0.196384,1.058796
91.376360,4.634845,-1.907150,-1.505575,0.022641,0.121971,1.079001
91.426620,4.467060,-1.772410,-1.409706,0.035125,0.150416,1.077798
91.475789,4.609478,-1.900644,-1.335554,0.028672,0.181992,1.088508
91.527180,4.523249,-1.873478,-1.584847,0.030367,0.119125,1.062361
91.576051,4.599204,-1.780854,-1.262685,0.031737,0.195477,1.078263
91.625939,4.705237,-1.937685,-1.757245,0.025659,0.076996,1.092346
91.676058,4.555225,-1.786920,-1.190203,0.026564,0.208719,1.069423
91.731933,4.603683,-1.867714,-1.748585,0.017259,0.087041,1.079335
91.776292,4.558558,-1.819358,-1.252862,0.024123,0.168407,1.062461
91.825838,4.422350,-1.875883,-1.626605,0.020352,0.091424,1.087314
91.875957,4.491749,-1.810728,-1.325781,0.019757,0.154749,1.063409
91.926739,4.545159,-1.828820,-1.548730,0.021897,0.118576,1.058562
91.976042,4.568706,-1.790893,-1.408140,0.004976,0.161783,1.066453
92.026678,4.463915,-1.846939,-1.418408,0.022306,0.150982,1.067954
92.076117,4.603043,-1.861958,-1.449778,0.044355,0.156351,1.091588
92.127070,4.514184,-1.858241,-1.376875,0.031746,0.141982,1.079594
92.175819,4.471075,-1.822225,-1.524835,-0.010273,0.119669,1.048481
92.226645,4.549724,-1.792171,-1.485738,0.021901,0.123052,1.060324
92.276179,4.567705,-1.945862,-1.493521,0.040443,0.138225,1.106579
92.327417,4.521728,-1.835674,-1.373830,0.026225,0.162543,1.078155
92.381260,4.459990,-1.834600,-1.532274,0.017608,0.106253,1.063239
92.428474,4.491294,-1.823911,-1.404321,0.039981,0.149976,1.057594
92.478354,4.470080,-1.805991,-1.491758,-0.003835,0.116566,1.061179
92.531412,4.552547,-1.858506,-1.417906,0.036373,0.148189,1.100891
92.575990,4.526136,-1.825666,-1.489350,0.023380,0.127298,1.058016
92.626288,4.599018,-1.721817,-1.423307,-0.001860,0.157285,1.025463
92.680640,4.498848,-1.877371,-1.481503,0.028072,0.131025,1.092790
92.726314,4.530397,-1.773119,-1.476211,0.007044,0.118779,1.051680
92.777325,4.573647,-1.789405,-1.476917,0.011964,0.157173,1.047233
92.829790,4.580986,-1.864959,-1.425843,0.032949,0.155576,1.077685
92.879678,4.567436,-1.763058,-1.397132,-0.003020,0.160909,1.036590
92.925818,4.544926,-1.782017,-1.446414,0.033738,0.134482,1.062965
92.980031,4.695511,-1.875559,-1.679918,0.021429,0.099709,1.081573
93.026076,3.970745,-2.174111,-1.294814,0.071746,0.123436,1.202581
93.078474,3.969185,-2.099160,-2.002238,0.017435,-0.017839,1.123142
93.126167,4.245085,-1.833263,-0.822367,-0.011143,0.243417,1.020662
93.180971,4.748993,-1.910327,-1.891406,0.061227,0.106021,1.162800
93.226510,4.279383,-1.918066,-0.424956,0.077308,0.356153,1.109890
93.276311,4.347781,-2.262639,-2.284848,0.071440,0.060146,1.209056
93.351031,3.359427,-2.226143,-0.443765,0.083371,0.367726,1.142179
93.405204,3.926385,-2.315729,-1.808410,0.094509,0.130026,1.248125
93.450500,5.018691,-1.633260,-0.420486,0.054771,0.331817,1.064218
93.502823,4.833280,-1.966369,-2.519303,0.065809,-0.041630,1.121490
93.555243,4.726489,-1.695314,-0.409616,0.033227,0.390434,1.052562
93.601136,4.498294,-2.256994,-2.471634,0.022192,-0.088687,1.179801
